瘤痢,瘤痢疙,老矫,扁柯(∑C),扁柯 QC敲贰弊,碍荐樊(mm),碍荐樊 QC敲贰弊,浅加(m/s),浅加 QC敲贰弊,浅氢(16规困),浅氢 QC敲贰弊,嚼档(%),嚼档 QC敲贰弊,刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),泅瘤扁拘 QC敲贰弊,秦搁扁拘(hPa),秦搁扁拘 QC敲贰弊,老炼(hr),老炼 QC敲贰弊,老荤(MJ/m2),利汲(cm),3矫埃脚利汲(cm),傈款樊(10盒困),吝窍摸款樊(10盒困),款屈(款屈距绢),弥历款绊(100m ),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),泅惑锅龋(惫郴侥),瘤搁柯档(∑C),瘤搁柯档 QC敲贰弊,5cm 瘤吝柯档(∑C),10cm 瘤吝柯档(∑C),20cm 瘤吝柯档(∑C),30cm 瘤吝柯档(∑C)
156,堡林,2019-02-14 06:00,-1.3,,,,2.6,,20,,40,,2.2,-13.1,1022.8,,1032.1,,,9,,,,10,10,As,38,1935,,,-1.4,,,,,
156,堡林,2019-02-14 07:00,-1.3,,,,2.5,,50,,40,,2.2,-13.1,1022.6,,1031.9,,,9,,,,10,10,As,38,1935,,,-1.5,,,,,
156,堡林,2019-02-14 08:00,-1,,,,2,,50,,41,,2.3,-12.6,1023.3,,1032.6,,0,,.1,,,10,10,As,30,1859,,,-1.2,,,,,
156,堡林,2019-02-14 09:00,-.2,,,,2,,50,,37,,2.2,-13.1,1023.7,,1033,,0,,.36,,,9,9,Ac,36,1826,,,-1,,,,,
156,堡林,2019-02-14 10:00,.6,,,,1.9,,360,,35,,2.2,-13.1,1023.5,,1032.7,,0,,.72,,,9,9,Ac,36,1710,,,2.1,,,,,
156,堡林,2019-02-14 11:00,2.1,,,,1.2,,20,,31,,2.2,-13.3,1023,,1032.2,,.7,,1.61,,,7,7,Ac,36,1517,,,8.9,,,,,
156,堡林,2019-02-14 12:00,4.5,,,,1,,320,,28,,2.4,-12.4,1022,,1031.1,,1,,2.11,,,3,3,Ac,36,1613,,,13.3,,,,,
156,堡林,2019-02-14 13:00,5.7,,,,1.3,,250,,23,,2.1,-13.8,1021.2,,1030.2,,1,,2.61,,,3,0,Ci,,1745,,,16.3,,,,,
156,堡林,2019-02-14 14:00,7.2,,,,2.5,,230,,17,,1.7,-16.2,1020.5,,1029.5,,1,,2.52,,,0,0,,,1687,,,17.6,,,,,
156,堡林,2019-02-14 15:00,6.9,,,,1.5,,200,,13,,1.3,-19.7,1020.2,,1029.2,,1,,2.23,,,0,0,,,1843,,,17.1,,,,,
156,堡林,2019-02-14 16:00,8.5,,,,1.1,,180,,8,,.9,-24,1020.2,,1029.1,,1,,1.76,,,0,0,,,1961,,,14.8,,,,,
156,堡林,2019-02-14 17:00,7.6,,,,.5,,360,,18,,1.9,-15.2,1018.5,,1027.4,,1,,1.08,,,0,0,,,2000,,,10.9,,,,,
156,堡林,2019-02-14 18:00,6,,,,1,,270,,27,,2.5,-11.6,1018.6,,1027.6,,.7,,.35,,,0,0,,,2000,,,5.3,,,,,
156,堡林,2019-02-14 19:00,4.4,,,,.7,,290,,35,,2.9,-9.7,1019,,1028.1,,0,,.04,,,2,0,,,1908,,,2.1,,,,,
156,堡林,2019-02-14 20:00,3.4,,,,1.3,,250,,41,,3.2,-8.6,1019.9,,1029,,,9,,,,0,0,,,1840,,,.2,,,,,
156,堡林,2019-02-14 21:00,2.6,,,,2.1,,200,,44,,3.2,-8.4,1019.8,,1028.9,,,9,,,,5,0,Ci,,1849,,,-.5,,,,,
156,堡林,2019-02-14 22:00,1.7,,,,1.5,,250,,48,,3.3,-8.1,1019.7,,1028.9,,,9,,,,3,0,,,1678,,,-1.3,,,,,
156,堡林,2019-02-14 23:00,1.4,,,,.3,,0,,50,,3.4,-7.9,1019.6,,1028.8,,,9,,,,10,1,,,1595,,,-1.4,,,,,
156,堡林,2019-02-15 00:00,.7,,,,1.2,,250,,55,,3.5,-7.3,1019.9,,1029.1,,,9,,,,10,10,As,35,1578,,,-1.5,,,,,
156,堡林,2019-02-15 01:00,.3,,,,.6,,250,,58,,3.6,-7,1018.2,,1027.4,,,9,,,,8,0,,,1518,,,-1.8,,,,,
156,堡林,2019-02-15 02:00,0,,,,.5,,250,,59,,3.6,-7,1018.5,,1027.7,,,9,,,,10,1,,13,1453,,,-1.4,,,,,
156,堡林,2019-02-15 03:00,0,,,,0,,0,,59,,3.6,-7,1018.5,,1027.7,,,9,,,,10,4,ScAs,12,1366,,,-1.2,,,,,
156,堡林,2019-02-15 04:00,.5,,,,0,,0,,58,,3.7,-6.8,1017.5,,1026.7,,,9,,,,9,4,ScAc,12,1548,,,-1.1,,,,,
156,堡林,2019-02-15 05:00,.2,,,,0,,0,,57,,3.5,-7.3,1016.8,,1026,,,9,,,,8,8,Ac,35,1419,,,-1,,,,,
156,堡林,2019-02-15 06:00,.1,,,,.2,,0,,58,,3.6,-7.2,1016.6,,1025.8,,,9,,,,10,3,ScAs,12,1299,,,-.8,,,,,
156,堡林,2019-02-15 07:00,.4,,,,.5,,270,,57,,3.6,-7.1,1015.8,,1025,,,9,,,,10,3,ScAs,12,1334,,,-.5,,,,,
156,堡林,2019-02-15 08:00,.6,,,,0,,0,,55,,3.5,-7.4,1015.8,,1025,,0,,.08,,,10,1,ScAs,20,1364,,,-.1,,,,,
156,堡林,2019-02-15 09:00,.8,,,,.8,,290,,55,,3.6,-7.2,1017,,1026.2,,0,,.23,,,10,1,ScAs,20,1273,,,1.3,,,,,
156,堡林,2019-02-15 10:00,1.8,,,,.5,,270,,49,,3.4,-7.8,1017.1,,1026.2,,0,,.46,,,10,7,ScAs,19,1367,,,3.3,,,,,
156,堡林,2019-02-15 11:00,2.9,,,,1,,230,,42,,3.2,-8.7,1016.5,,1025.6,,0,,.83,,,10,4,ScAs,18,1838,,,6.6,,,,,
156,堡林,2019-02-15 12:00,4.3,,,,1,,270,,37,,3.1,-9.1,1015.9,,1024.9,,0,,1.27,,,10,3,ScAs,19,1840,,,10.4,,,,,
156,堡林,2019-02-15 13:00,5.2,,,,1.3,,290,,37,,3.3,-8.3,1015,,1024,,0,,1.42,,,10,4,ScAs,15,1952,,,11.8,,,,,
156,堡林,2019-02-15 14:00,5.5,,,,1.2,,340,,44,,4,-5.8,1014.6,,1023.6,,0,,1.38,,,10,10,As,23,1846,,,12,,,,,
156,堡林,2019-02-15 15:00,5.6,,,,1.5,,360,,46,,4.2,-5.1,1013.6,,1022.6,,0,,1.39,,,9,0,Ci,,1582,,,11.9,,,,,
156,堡林,2019-02-15 16:00,5.5,,,,2,,270,,52,,4.7,-3.5,1013.7,,1022.7,,.4,,1.18,,,8,0,Ci,,1152,,,10.7,,,,,
156,堡林,2019-02-15 17:00,4,,,,1.8,,320,,59,,4.8,-3.3,1013.8,,1022.8,,.3,,.78,,,8,0,Ci,,995,,40,7.3,,,,,
156,堡林,2019-02-15 18:00,3.5,,,,.9,,20,,62,,4.9,-3.1,1013.5,,1022.5,,0,,.29,,,8,1,ScCi,12,1109,,40,4.1,,,,,
156,堡林,2019-02-15 19:00,3.5,,,,1.3,,360,,66,,5.2,-2.2,1013.6,,1022.6,,0,,.06,,,9,9,,8,992,,40,3.5,,,,,
156,堡林,2019-02-15 20:00,3.5,,,,1.5,,290,,71,,5.6,-1.2,1013.8,,1022.8,,,9,,,,10,6,,7,902,,40,3.1,,,,,
156,堡林,2019-02-15 21:00,3.5,,,,.6,,290,,74,,5.8,-.7,1014.2,,1023.3,,,9,,,,10,4,ScAs,8,973,,40,2.9,,,,,
156,堡林,2019-02-15 22:00,3.2,,,,1.3,,360,,74,,5.7,-.9,1014.1,,1023.2,,,9,,,,10,8,,9,814,,40,2.7,,,,,
156,堡林,2019-02-15 23:00,3,,,,1.9,,20,,65,,4.9,-2.9,1014.2,,1023.3,,,9,,,,10,9,,9,841,,40,2.2,,,,,
156,堡林,2019-02-16 00:00,2.5,,,,2.2,,320,,63,,4.6,-3.8,1014.2,,1023.3,,,9,,,,10,6,ScAs,,1275,,40,1.4,,,,,
156,堡林,2019-02-16 01:00,1.7,,,,2.3,,340,,56,,3.9,-6.1,1014.8,,1023.9,,,9,,,,10,3,,73,1977,,,.4,,,,,
156,堡林,2019-02-16 02:00,1.6,,,,2.2,,320,,57,,3.9,-6,1014.9,,1024,,,9,,,,10,9,,11,1958,,,.7,,,,,
156,堡林,2019-02-16 03:00,1.7,,,,1.7,,320,,58,,4,-5.6,1014.4,,1023.5,,,9,,,,10,4,ScAs,10,1453,,,.8,,,,,
156,堡林,2019-02-16 04:00,1.3,,,,1.7,,340,,65,,4.4,-4.5,1014.1,,1023.2,,,9,,,,10,7,ScAs,9,1313,,,.7,,,,,
156,堡林,2019-02-16 05:00,1.1,,,,1.6,,320,,62,,4.1,-5.3,1014.4,,1023.5,,,9,,,,10,6,ScAs,10,1458,,,.6,,,,,
156,堡林,2019-02-16 06:00,.6,,,,3.3,,320,,62,,4,-5.8,1014.4,,1023.6,,,9,,,,9,9,Sc,10,1497,,,.4,,,,,
156,堡林,2019-02-16 07:00,0,,,,2.3,,360,,69,,4.2,-5,1015.2,,1024.4,,,9,,,,10,6,ScAs,10,1518,,,-.1,,,,,
156,堡林,2019-02-16 08:00,0,,,,1.7,,290,,61,,3.7,-6.6,1015.6,,1024.8,,0,,.08,,,9,9,Sc,13,1986,,,-.1,,,,,
156,堡林,2019-02-16 09:00,-.8,,0,,1.2,,360,,81,,4.7,-3.6,1016.3,,1025.5,,0,,.35,,,8,8,CuSc,5,626,,08,1.2,,,,,
156,堡林,2019-02-16 10:00,.3,,,9,1.7,,340,,72,,4.5,-4.1,1016.8,,1026,,.4,,.89,,,8,8,Sc,7,1022,,08,4.1,,,,,
156,堡林,2019-02-16 11:00,1.1,,,9,3.5,,20,,58,,3.8,-6.2,1016.5,,1025.7,,.6,,1.4,,,7,7,Sc,8,1369,,08,8.1,,,,,
156,堡林,2019-02-16 12:00,1,,0,,3.8,,20,,50,,3.3,-8.2,1016.1,,1025.3,,.6,,1.65,,,8,8,Sc,10,1295,,,8.5,,,,,
156,堡林,2019-02-16 13:00,2,,,9,2.7,,20,,48,,3.4,-7.8,1015.2,,1024.3,,.7,,2,,,8,8,Sc,11,1297,,,12.1,,,,,
156,堡林,2019-02-16 14:00,2.2,,,9,2.6,,20,,49,,3.5,-7.4,1014.7,,1023.8,,.7,,1.88,,,9,9,Sc,11,1249,,,11.3,,,,,
156,堡林,2019-02-16 15:00,2.1,,,9,2.6,,20,,50,,3.6,-7.2,1014.9,,1024,,.7,,1.83,,,8,8,Sc,9,1331,,,12.7,,,,,
156,堡林,2019-02-16 16:00,1.3,,,9,2.6,,320,,50,,3.3,-8,1014.6,,1023.7,,1,,1.76,,,5,5,Sc,10,1272,,,9.9,,,,,
156,堡林,2019-02-16 17:00,1,,,9,1.8,,340,,49,,3.2,-8.5,1014.7,,1023.9,,.9,,.9,,,5,0,Ci,,1124,,,6.1,,,,,
156,堡林,2019-02-16 18:00,.2,,,9,1.7,,340,,50,,3.1,-9,1015,,1024.2,,0,,.28,,,5,0,Ci,,1185,,,2.4,,,,,
156,堡林,2019-02-16 19:00,-.5,,,9,1.5,,340,,55,,3.2,-8.4,1015.9,,1025.1,,0,,.05,,,9,1,,,1094,,,-.1,,,,,
156,堡林,2019-02-16 20:00,-.9,,,9,.9,,340,,59,,3.4,-7.9,1016.8,,1026,,,9,,,,7,0,,,1003,,,-1.3,,,,,
156,堡林,2019-02-16 21:00,-1.1,,,9,2,,360,,62,,3.5,-7.4,1016.7,,1025.9,,,9,,,,10,10,As,30,968,,40,-1.4,,,,,
156,堡林,2019-02-16 22:00,-1.2,,,9,1.7,,340,,64,,3.6,-7.1,1016.7,,1025.9,,,9,,,,9,3,,74,929,,40,-1.7,,,,,
156,堡林,2019-02-16 23:00,-1.3,,,9,1.4,,20,,66,,3.7,-6.8,1016.7,,1025.9,,,9,,,,5,4,,72,954,,40,-2,,,,,
156,堡林,2019-02-17 00:00,-1.4,,,9,.9,,360,,65,,3.6,-7.1,1017.1,,1026.4,,,9,,,,4,0,Ci,,1095,,40,-2.1,,,,,
156,堡林,2019-02-17 01:00,-1.6,,,,1,,20,,68,,3.7,-6.7,1017.1,,1026.4,,,9,,,,10,9,,72,1217,,,-2.5,,,,,
156,堡林,2019-02-17 02:00,-1.4,,,,.8,,20,,65,,3.6,-7.1,1017.3,,1026.6,,,9,,,,10,0,,,1760,,,-2.4,,,,,
156,堡林,2019-02-17 03:00,-1.8,,,,1.3,,20,,65,,3.5,-7.5,1017.2,,1026.5,,,9,,,,4,4,Sc,10,1998,,,-2.8,,,,,
156,堡林,2019-02-17 04:00,-2,,,,1.6,,20,,66,,3.5,-7.5,1017.2,,1026.5,,,9,,,,3,3,Sc,10,2000,,,-3.1,,,,,
156,堡林,2019-02-17 05:00,-2.5,,,,1.5,,50,,69,,3.5,-7.4,1017,,1026.3,,,9,,,,3,3,Sc,10,2000,,,-3.5,,,,,
156,堡林,2019-02-17 06:00,-1.9,,,,2,,20,,67,,3.6,-7.2,1017.3,,1026.6,,,9,,,,3,3,Sc,10,2000,,,-3.5,,,,,
156,堡林,2019-02-17 07:00,-2.6,,,,2.8,,50,,68,,3.4,-7.7,1017.4,,1026.7,,,9,,,,3,3,Sc,10,1961,,,-3.6,,,,,
156,堡林,2019-02-17 08:00,-2.5,,,,2.9,,50,,69,,3.5,-7.4,1018.1,,1027.4,,.1,,.11,,,5,5,Sc,10,1898,,,-3.4,,,,,
156,堡林,2019-02-17 09:00,-.7,,,,3.5,,50,,57,,3.3,-8.1,1018.7,,1027.9,,1,,.79,,,0,0,,,1958,,,-1.3,,,,,
156,堡林,2019-02-17 10:00,.5,,,,1.5,,50,,49,,3.1,-9,1018.7,,1027.9,,1,,1.52,,,1,1,Sc,10,1982,,,1.8,,,,,
156,堡林,2019-02-17 11:00,1.9,,,,1.9,,20,,42,,3,-9.6,1018.5,,1027.7,,1,,2.12,,,0,0,,,2000,,,7.7,,,,,
156,堡林,2019-02-17 12:00,4.1,,,,1.3,,20,,36,,3,-9.6,1018,,1027.1,,1,,2.56,,,0,0,,,1985,,,13.5,,,,,
156,堡林,2019-02-17 13:00,4.5,,,,2.7,,340,,31,,2.6,-11.2,1017,,1026,,1,,2.74,,,0,0,,,2000,,,15.8,,,,,
156,堡林,2019-02-17 14:00,5.8,,,,2.9,,320,,25,,2.3,-12.7,1016.5,,1025.5,,1,,2.69,,,0,0,,,2000,,,17.4,,,,,
156,堡林,2019-02-17 15:00,5.9,,,,2,,320,,22,,2,-14.2,1016.2,,1025.2,,1,,2.36,,,0,0,,,2000,,,16.3,,,,,
156,堡林,2019-02-17 16:00,6.2,,,,1.9,,340,,23,,2.2,-13.4,1015.9,,1024.9,,1,,1.86,,,0,0,,,1994,,,13.6,,,,,
156,堡林,2019-02-17 17:00,5.3,,,,1.4,,360,,24,,2.1,-13.6,1015.7,,1024.7,,1,,1.18,,,2,0,Ci,,2000,,,9.4,,,,,
156,堡林,2019-02-17 18:00,3.9,,,,1.5,,360,,32,,2.6,-11.3,1015.9,,1024.9,,.9,,.44,,,2,0,Ci,,2000,,,4.4,,,,,
156,堡林,2019-02-17 19:00,2.3,,,,1.6,,20,,41,,3,-9.6,1016.3,,1025.4,,0,,.05,,,3,0,,,2000,,,1.4,,,,,
156,堡林,2019-02-17 20:00,1.1,,,,1,,270,,49,,3.2,-8.4,1017.6,,1026.8,,,9,,,,7,1,,74,2000,,,0,,,,,
156,堡林,2019-02-17 21:00,.5,,,,.4,,0,,51,,3.2,-8.4,1018.1,,1027.3,,,9,,,,0,0,,,2000,,,-1.3,,,,,
156,堡林,2019-02-17 22:00,.1,,,,1.2,,50,,54,,3.3,-8.1,1018,,1027.2,,,9,,,,9,3,,72,2000,,,-1.7,,,,,
156,堡林,2019-02-17 23:00,-.3,,,,.8,,70,,55,,3.3,-8.2,1019.1,,1028.3,,,9,,,,8,0,,,2000,,,-2.1,,,,,
156,堡林,2019-02-18 00:00,-1.2,,,,1.1,,50,,57,,3.2,-8.6,1018.8,,1028.1,,,9,,,,5,0,Ci,,2000,,,-2.6,,,,,
156,堡林,2019-02-18 01:00,-1.4,,,,2.2,,50,,62,,3.4,-7.7,1017.9,,1027.2,,,9,,,,9,0,,,2000,,,-2.8,,,,,
156,堡林,2019-02-18 02:00,-1.4,,,,3.3,,50,,65,,3.6,-7.1,1017,,1026.3,,,9,,,,10,0,,,1959,,,-2.8,,,,,
156,堡林,2019-02-18 03:00,-.9,,,,.3,,0,,63,,3.6,-7,1017.8,,1027,,,9,,,,9,0,Ci,,2000,,,-2.9,,,,,
156,堡林,2019-02-18 04:00,-1.4,,,,1.2,,360,,65,,3.6,-7.1,1018.2,,1027.5,,,9,,,,9,0,Ci,,1896,,,-2.6,,,,,
156,堡林,2019-02-18 05:00,-1.3,,,,1.4,,50,,64,,3.6,-7.2,1017.2,,1026.5,,,9,,,,9,0,Ci,,1991,,,-2.6,,,,,
156,堡林,2019-02-18 06:00,-1,,,,1,,20,,60,,3.4,-7.7,1017.1,,1026.3,,,9,,,,9,0,Ci,,2000,,,-2.4,,,,,
156,堡林,2019-02-18 07:00,-1.3,,,,1.3,,20,,63,,3.5,-7.4,1017.2,,1026.5,,,9,,,,9,0,Ci,,1953,,,-2.1,,,,,
156,堡林,2019-02-18 08:00,-.6,,,,1.7,,20,,58,,3.4,-7.8,1017.6,,1026.8,,0,,.09,,,9,0,Ci,,1994,,,-1.6,,,,,
156,堡林,2019-02-18 09:00,0,,,,.9,,290,,55,,3.4,-7.9,1018.3,,1027.5,,0,,.38,,,9,7,AcCi,42,1955,,,-1,,,,,
156,堡林,2019-02-18 10:00,1.6,,,,.2,,0,,50,,3.4,-7.7,1018.1,,1027.3,,0,,.72,,,9,5,AcCi,40,1938,,,1.2,,,,,
156,堡林,2019-02-18 11:00,4.2,,,,1.6,,70,,29,,2.4,-12.3,1017.1,,1026.1,,0,,1.07,,,9,7,AcCi,38,2000,,,6,,,,,
156,堡林,2019-02-18 12:00,4,,,,.7,,20,,28,,2.3,-12.9,1016.8,,1025.9,,0,,.64,,,9,7,AcCi,38,2000,,,5.3,,,,,
156,堡林,2019-02-18 13:00,5.2,,,,.4,,0,,31,,2.8,-10.5,1015.9,,1024.9,,0,,.79,,,10,10,As,29,2000,,,8,,,,,
156,堡林,2019-02-18 14:00,5.2,,,,.2,,0,,29,,2.6,-11.4,1014.7,,1023.7,,0,,.82,,,10,10,As,30,2000,,,8.6,,,,,
156,堡林,2019-02-18 15:00,5.9,,,,.6,,270,,30,,2.8,-10.3,1015,,1024,,0,,.57,,,10,10,As,30,2000,,,7.7,,,,,
156,堡林,2019-02-18 16:00,6.2,,,,.2,,0,,29,,2.8,-10.5,1015.4,,1024.4,,0,,.47,,,10,2,ScAs,14,2000,,,7.2,,,,,
156,堡林,2019-02-18 17:00,6.2,,,,0,,0,,29,,2.8,-10.5,1015.8,,1024.8,,0,,.32,,,10,4,ScAs,12,2000,,,6.2,,,,,
156,堡林,2019-02-18 18:00,5.8,,0,,1.1,,70,,35,,3.2,-8.5,1015,,1024,,0,,.15,,,10,6,StNs,4,1965,,01,4.6,,,,,
156,堡林,2019-02-18 19:00,4.8,,,9,1.1,,20,,46,,4,-5.8,1015,,1024,,0,,.05,,,10,6,StNs,8,1897,,01,3.5,,,,,
156,堡林,2019-02-18 20:00,5.1,,,9,2.1,,50,,45,,4,-5.8,1014.6,,1023.6,,,9,,,,10,4,ScAs,19,1909,,01,2.9,,,,,
156,堡林,2019-02-18 21:00,4.6,,0,,1.4,,70,,44,,3.7,-6.6,1014.5,,1023.5,,,9,,,,10,8,ScAs,17,1510,,,2.7,,,,,
156,堡林,2019-02-18 22:00,4.9,,,9,.8,,90,,45,,3.9,-6,1014.5,,1023.5,,,9,,,,10,7,ScAs,16,1841,,01,2.5,,,,,
156,堡林,2019-02-18 23:00,4,,,9,1.3,,20,,61,,5,-2.8,1013.7,,1022.7,,,9,,,,10,3,StNs,14,1138,,01,2.4,,,,,
156,堡林,2019-02-19 00:00,2.7,,.6,,2,,50,,90,,6.7,1.2,1012.9,,1022,,,9,,,,10,6,,,1092,,01,2.3,,,,,
156,堡林,2019-02-19 01:00,2.7,,,9,1.8,,50,,97,,7.2,2.2,1012.4,,1021.5,,,9,,,,10,6,StNs,10,585,,1901,2.4,,,,,
156,堡林,2019-02-19 02:00,2.9,,,9,1.5,,20,,98,,7.4,2.6,1011.6,,1020.7,,,9,,,,10,7,StNs,10,443,,1901,2.4,,,,,
156,堡林,2019-02-19 03:00,2.8,,3.5,,2.2,,50,,99,,7.4,2.6,1009.9,,1018.9,,,9,,,,10,6,StNs,10,224,,1901,2.6,,,,,
156,堡林,2019-02-19 04:00,3.1,,,9,1.1,,20,,99,,7.5,2.9,1008.9,,1017.9,,,9,,,,10,2,StNs,4,256,,1901,2.7,,,,,
156,堡林,2019-02-19 05:00,3.2,,,9,1.2,,50,,99,,7.6,3,1008,,1017,,,9,,,,10,4,StNs,4,187,,1901,2.8,,,,,
156,堡林,2019-02-19 06:00,3.4,,5.2,,.8,,20,,99,,7.7,3.2,1007.4,,1016.4,,,9,,,,10,2,StNs,8,130,,1901,2.8,,,,,
156,堡林,2019-02-19 07:00,3.5,,,9,2.1,,50,,99,,7.7,3.3,1006.8,,1015.8,,,9,,,,10,5,StNs,4,110,,1901,2.9,,,,,
156,堡林,2019-02-19 08:00,4,,,9,1.6,,20,,99,,8,3.8,1006.3,,1015.3,,0,,.06,,,10,6,StNs,3,197,,1901,3.3,,,,,
156,堡林,2019-02-19 09:00,4.6,,6.6,,.8,,50,,99,,8.4,4.4,1006.4,,1015.3,,0,,.1,,,10,7,StNs,6,426,,1901,3.8,,,,,
156,堡林,2019-02-19 10:00,4.8,,,9,.4,,0,,99,,8.5,4.6,1007,,1015.9,,0,,.18,,,10,6,StNs,5,170,,1901,4.9,,,,,
156,堡林,2019-02-19 11:00,5.1,,,9,0,,0,,99,,8.7,4.9,1007,,1015.9,,0,,.34,,,10,6,StNs,7,350,,1901,5.9,,,,,
156,堡林,2019-02-19 12:00,5.8,,2.9,,.4,,0,,99,,9.1,5.6,1007.8,,1016.7,,0,,.36,,,10,7,ScAs,8,280,,1901,6.6,,,,,
156,堡林,2019-02-19 13:00,5.7,,,9,.8,,250,,99,,9,5.5,1007.6,,1016.5,,0,,.27,,,10,7,ScAs,6,165,,1901,6.5,,,,,
156,堡林,2019-02-19 14:00,5.7,,,9,.7,,250,,99,,9,5.5,1007.6,,1016.5,,0,,.39,,,10,7,ScAs,8,1908,,19,6.8,,,,,
156,堡林,2019-02-19 15:00,6.5,,.3,,1.6,,320,,97,,9.3,6,1008.1,,1017,,0,,.65,,,10,5,ScAs,7,2000,,,9,,,,,
156,堡林,2019-02-19 16:00,6.6,,,9,2,,290,,89,,8.7,4.9,1008.6,,1017.5,,0,,.83,,,10,7,ScAs,8,2000,,,9,,,,,
156,堡林,2019-02-19 17:00,5,,,9,1.9,,320,,94,,8.2,4.1,1009.4,,1018.4,,0,,.43,,,10,7,ScAs,8,813,,19,6.7,,,,,
156,堡林,2019-02-19 18:00,4.6,,,9,2.4,,290,,93,,7.8,3.5,1010.4,,1019.4,,0,,.21,,,10,7,ScAs,8,1257,,19,4.6,,,,,
156,堡林,2019-02-19 19:00,4.1,,,9,1.7,,320,,89,,7.3,2.4,1011.3,,1020.3,,0,,.06,,,10,9,,6,1000,,,3.3,,,,,
156,堡林,2019-02-19 20:00,3.1,,,9,1.2,,20,,86,,6.5,.9,1011.9,,1020.9,,,9,,,,0,0,,,1063,,,1,,,,,
156,堡林,2019-02-19 21:00,2.6,,,9,1.9,,20,,90,,6.6,1.1,1012.3,,1021.4,,,9,,,,0,0,,,837,,19,.1,,,,,
156,堡林,2019-02-19 22:00,1.8,,,9,1,,20,,93,,6.4,.7,1013.1,,1022.2,,,9,,,,2,0,,,774,,19,-1,,,,,
156,堡林,2019-02-19 23:00,1.7,,,9,.4,,0,,89,,6.1,0,1013.5,,1022.6,,,9,,,,0,0,,,999,,19,-.5,,,,,
156,堡林,2019-02-20 00:00,1.1,,,9,.6,,50,,89,,5.9,-.5,1013.5,,1022.6,,,9,,,,0,0,,,1021,,19,-.4,,,,,
156,堡林,2019-02-20 01:00,.6,,,,.2,,0,,90,,5.8,-.8,1014.5,,1023.7,,,9,,,,,0,,,1009,,19,-.5,,,,,
156,堡林,2019-02-20 02:00,1.3,,,,.9,,270,,92,,6.2,.1,1014.9,,1024,,,9,,,,1,1,,14,846,,19,-.6,,,,,
156,堡林,2019-02-20 03:00,1.1,,,,1,,250,,92,,6.1,0,1015.5,,1024.7,,,9,,,,4,4,Sc,13,766,,19,-.5,,,,,
156,堡林,2019-02-20 04:00,1.2,,,,.5,,50,,93,,6.2,.1,1014.8,,1023.9,,,9,,,,7,7,Sc,15,908,,19,-.5,,,,,
156,堡林,2019-02-20 05:00,1.4,,,,.8,,50,,93,,6.2,.3,1014.7,,1023.8,,,9,,,,8,8,Sc,12,908,,19,-.5,,,,,
156,堡林,2019-02-20 06:00,1.5,,,,.1,,0,,91,,6.2,.1,1014.9,,1024,,,9,,,,9,9,Sc,10,882,,19,-.5,,,,,
156,堡林,2019-02-20 07:00,1.8,,,,1,,20,,90,,6.2,.3,1015.6,,1024.7,,,9,,,,9,9,Sc,10,862,,19,-.5,,,,,
156,堡林,2019-02-20 08:00,1.9,,,,.7,,50,,90,,6.3,.4,1016.2,,1025.3,,0,,.1,,,10,6,ScAs,8,1000,,19,0,,,,,
156,堡林,2019-02-20 09:00,2.8,,,,1.1,,50,,85,,6.3,.5,1017,,1026.1,,.2,,.46,,,10,7,ScAs,9,1207,,,2.6,,,,,
156,堡林,2019-02-20 10:00,4.1,,,,1.1,,20,,76,,6.2,.2,1017.2,,1026.3,,.2,,.83,,,3,3,Sc,12,1188,,,6.8,,,,,
156,堡林,2019-02-20 11:00,5.1,,,,1.1,,340,,67,,5.9,-.5,1017.7,,1026.7,,.4,,1.19,,,9,9,Sc,8,1185,,,7.8,,,,,
156,堡林,2019-02-20 12:00,6.1,,,,2.9,,360,,62,,5.8,-.6,1017.6,,1026.6,,.8,,2.04,,,6,6,Sc,9,814,,40,12.5,,,,,
156,堡林,2019-02-20 13:00,5.7,,,,2.8,,20,,57,,5.2,-2.1,1017,,1026,,.6,,1.92,,,8,8,Sc,10,803,,40,11.4,,,,,
156,堡林,2019-02-20 14:00,6.9,,,,2.8,,340,,52,,5.2,-2.2,1016.6,,1025.6,,1,,2.6,,,5,5,Sc,11,844,,40,15.3,,,,,
156,堡林,2019-02-20 15:00,7.2,,,,2.6,,20,,52,,5.3,-2,1016.2,,1025.1,,1,,2.23,,,5,5,Sc,11,834,,40,13.3,,,,,
156,堡林,2019-02-20 16:00,7.1,,,,3.1,,20,,51,,5.2,-2.3,1016.3,,1025.2,,1,,1.83,,,6,5,ScAc,12,777,,40,11.8,,,,,
156,堡林,2019-02-20 17:00,6.6,,,,2.1,,20,,49,,4.8,-3.3,1016.5,,1025.5,,1,,1.06,,,3,3,Sc,12,750,,40,8.3,,,,,
156,堡林,2019-02-20 18:00,4.7,,,,3.8,,20,,57,,4.9,-3.1,1016.5,,1025.5,,.4,,.38,,,3,0,Ci,,611,,40,4.3,,,,,
156,堡林,2019-02-20 19:00,3.8,,,,2.6,,20,,59,,4.8,-3.4,1017.3,,1026.4,,0,,.06,,,5,0,,,594,,40,1.8,,,,,
156,堡林,2019-02-20 20:00,3.1,,,,1.3,,20,,61,,4.6,-3.7,1018,,1027.1,,,9,,,,9,3,,62,583,,40,.8,,,,,
